,name,email
482,MANSOFT LIMITED,alex@mansoftweb.com
483,Emudhra Kenya Limited,chandra.s@emudhra.com
484,NAS INTERNATIONAL HOLDINGS LIMITED,info@nasinternational.co.ke
485,NAS INTERNATIONAL HOLDINGS LIMITED,info@nasinternational.co.ke
486,NEXTMILE SYSTEMS AND SOLUTIONS LTD,info@nextmile.co.ke
487,Danka Africa Limited,info@dankaafrica.com
488,Spitzer Communications Limited Company,info@spitzercommunications.co.ke
489,Liquid Telecommunications Kenya Limited,kenyatenders@liquidtelecom.com
490,Agile Business Solutions limited,sales@agilebiz.co.ke
491,Matrix Vision Systems Ltd,info@matrixsystems.co.ke
492,Masterspace Solutions Limited,info@masterspace.co.ke
493,NETWORK FOUR OFFICE SOLUTIONS LTD,info@network4sol.com
494,Novel Technologies EA Ltd,pndolo@novel.co.ke
495,Masterspace Solutions Limited,info@masterspace.co.ke
496,NORTHERN BELT LIMITED,NORTHERNBELTLTD@GMAIL.COM
497,LAUSER TECHNOLOGIES LTD,Projects@lausertech.com
498,BASTECH ENTERPRISES LTD,bastech.enterprisesltd@gmail.com
499,One Four Nine Invest Limited,onefournineinvest@gmail.com
500,Globalmark Technologies Ltd,info@globalmarkltd.com
501,Agile Business Technologies ltd,sales@agiletechnologies.co.ke
502,Increate Technologies Limited,info@increatetechnologies.com
503,Smart Plug and Play Limited,smartplugp@gmail.com
504,Databit Limited,boaz@databit.net
505,Databit Limited,boaz@databit.net
506,SPACE-BAR SYSTEMS LIMITED,asmakokha@gmail.com
507,Tycho Consulting Limited,ahmed@tycho.co.ke
508,Tycho Consulting Limited,ahmed@tycho.co.ke
509,Blue Eagle Precision Ltd,info@blueeagle.co.ke
510,Blue Eagle Precision Ltd,info@blueeagle.co.ke
511,LociAfrica Limited,dwambua@lociafrica.co.ke
512,EUROCOM SYSTEMS LTD,info@eurocom.co.ke
513,PIS INTERNATIONAL LIMITED,vincent.were@pisinternational.com
514,A softech limited,sales@a-softech.com
515,Lapcell Technologies,info@lapcelltechnologies.com
516,AssuredTechLtd,dennis.gachuhi@assuredtechltd.com
517,ECO-ORYX SOLUTIONS LIMITED,info@ecooryxsolutions.com
518,Xtranet Communications Ltd,info@xtranet.co.ke
519,CP CABLES LIMITED,madeline.chelangat@cpcables.co.ke
520,PESAFLOW LIMITED,info@pesaflow.com
521,Data plus fiber limited,datafiberopticsolution@gmail.com
522,Wingustar Solutions Limited,info@wingustar.co.ke
523,SOFT CONSULT LIMITED,info@softconsult.co.ke
524,ADCC International East Africa Ltd,vikas.tonge@adcciea.com
525,WilCom Systems Limited,wkerebei@wilcom.co.ke
526,WilCom Systems Limited,wkerebei@wilcom.co.ke
527,WilCom Systems Limited,wkerebei@wilcom.co.ke
528,Widebytes Solutions,info@widebytessolutions.com
529,Widebytes Solutions,info@widebytessolutions.com
530,KIBET CONSULTANTS INTERNATIONAL LTD,kcihosting100@gmail.com
531,MAGNATE VENTURES LIMITED,INFO@MAGNATE-VENTURES.COM
532,MOONROCK INVESTMENT LIMITED,info@moonrockinvestmentslimited.com
533,WilCom Systems Limited,wkerebei@wilcom.co.ke
534,PERMAN GRIC AFRICA LIMITED,info@permangric.com
535,TECHSOURCE POINT LTD,info@techsource.co.ke
536,Tetranet Services Limited,info@tetranet.co.ke
537,MAGFRE ENTERPRISES LIMITED,info@magfre.co.ke
538,Fairton Agencies Limited,fairtonagenciesltd@gmail.com
539,SmartCloud Africa Ltd,admin@smartcloud.co.ke
540,Agile Business Technologies ltd,sales@agiletechnologies.co.ke
541,Techminds Technologies Limited,bbiko@techminds.co.ke
542,Invent Consulting Limited,info@invent.co.ke
543,Cloud IT Limited,faith@cloudit.africa
544,BROADLINKS EAST AFRICA LIMITED,broadlinks01@gmail.com
545,Centre For Innovative Technology Ltd,kabena@citech.co.ke
546,OneConnect Technologies EA Limited,info-ea@oneconnect.co.za
547,Comztech LTD,brian@comztech.com
548,JUMBOSTAR SOLUTIONS LIMITED,info@jumbostar.co.ke
549,FASTOWN E A LIMITED,info@fastown.co.ke
550,Dimension Data Solutions Limited,chris.murathe@dimensiondata.com
551,Spans Ventures Ltd,operations@spansventures.com
552,Dimension Data Solutions Limited,chris.murathe@dimensiondata.com
553,Kiun Communications Ltd,info@kiun.co.ke
554,Netpic Limited,faith@netpic.co.ke
555,Pebble Africa Technologies Limited,info@pebbleafricatech.com
556,Leadway Technologies LLP,info@leadwaystechnologies.com
557,BELL STANDARDS LIMITED,bellstandardsltd@gmail.com
558,BELL STANDARDS LIMITED,bellstandardsltd@gmail.com
559,Metsec Cables Ltd,hemal.doshi@doshigroup.com
560,Chaticom Limited,info@chaticom.net
561,Passive engineering limited,projects@passive.co.ke
562,Impax Business Solutions Limited,info@impaxafrica.com
563,Servtel Communications Limited,Sales@servtel.com
564,LAUSER TECHNOLOGIES LTD,Projects@lausertech.com
565,Silda Enterprise Ltd,info@silda.co.ke
566,Qlick Solutions LTD,info@qlick.africa
567,IMAGE CONNECTIONS LIMITED,imageconnections254@gmail.com
568,Extreme Wireless Kenya Company Limited,info@extremewireless.co.ke
569,ATLANCIS TECHNOLOGIES LIMITED,info@atlancis.com
570,Pavicon Kenya Limited,info@pavicon.co.ke
571,Consoltech Solutions Limited,info@consoltech.co.ke
572,Safaricom PLC,Regulatoryandpublicpolicy@Safaricom.co.ke
573,Merge Systems Limited,info@merge.co.ke
574,SYSTEMS REENGINEERED LTD,info@sysre.co.ke
575,OPTIMAX GROUP LIMITED,info@optimaxgroup.co.ke
576,Bharathbrands Limited,kbcnagarajan@gmail.com
577,Bharathbrands Limited,kbcnagarajan@gmail.com
578,Bharathbrands Limited,kbcnagarajan@gmail.com
579,Pinnacle Integrated Technologies Limited,pinnacle@pintech.co.ke
580,MANTRAD LIMITED,info@mantrad.co.ke
581,Medbook Kenya Limited,info@medbookafrica.com
582,Cybermatics Limited,info@cybermatics.co.ke
583,Coretec Solutions Africa,info@coretec.co.ke
584,SKROMAN SOLUTIONS LIMITED,SKROMANSOLUTIONS@GMAIL.COM
585,Megaverse Africa Limited,Lmueni@megaverseafrica.co.ke
586,House of Technology ltd,joe@hotgroup.co.ke
587,SMART PEOPLE AFRICA LIMITED,info@spa-limited.com
588,Viber Electronics Limited,mbogo@viber.co.ke
589,CPHRM GROUP LIMITED,info@cphrmgroup.co.ke
590,IANSOFT TECHNOLOGIES LIMITED,lilian@iansoftltd.com
591,MOBIPOLL LIMITED,info@mobipoll.co.ke
592,BITITEC SYSTEMS AND SUPPLIERS LTD,info@bititecsystems.com
593,Irasoft enterprise solutions ea ltd,Irasoftsolutions@gmail.com
594,VILCOM NETWORKS LTD,info@vilcom.co.ke
595,Reliance Datatech Ltd,datatech@reliance.systems
596,Metsec Cables Ltd,hemal.doshi@doshigroup.com
597,ATLANCIS TECHNOLOGIES LIMITED,info@atlancis.com
598,Giza Systems Integration Kenya Limited,violet.migot@gmail.com
599,TUSTAWI PROFESSIONAL EDUCATION LIMITED,esther.nyauncho@tustawi.com
600,Tilil Technologies Limited,info@tililtech.com
601,EAST AFRICAN DATA HANDLERS LIMITED,bids@eadatahandlers.co.ke
602,Tilil Technologies Limited,info@tililtech.com
603,DELTOID NETWORKS TRADESK LIMITED,derbytradesk@gmail.com
604,NELSPARTA LTD,info@nelspartaltd.co.ke
605,Cloud IT Limited,faith@cloudit.africa
606,NELSPARTA LTD,info@nelspartaltd.co.ke
607,Professional Digital Systems Limited,info@pdslkenya.com
608,Dimension Data Solutions Limited,chris.murathe@dimensiondata.com
609,Caterika Ltd,info@caterikaltd.co.ke
610,Caterika Ltd,info@caterikaltd.co.ke
611,Attain Enterprise Solutions Ltd,admin@attain-es.com
612,Boardco Software Limited,broadcosolutions@gmail.com
613,Boardco Software Limited,broadcosolutions@gmail.com
614,Boardco Software Limited,broadcosolutions@gmail.com
615,NELSPARTA LTD,info@nelspartaltd.co.ke
616,CENTRIC LIMITED,WINNIE@CENTRICLTD.CO.KE
617,LCT Africa Limited,info@lctafrica.net
618,SYSTEMS REENGINEERED LTD,info@sysre.co.ke
619,SYSTEMS REENGINEERED LTD,info@sysre.co.ke
620,SMART PEOPLE AFRICA LIMITED,info@spa-limited.com
621,Master Brands Limited,info@masterbrands.co.ke
622,Master Brands Limited,info@masterbrands.co.ke
623,Master Brands Limited,info@masterbrands.co.ke
624,Master Brands Limited,info@masterbrands.co.ke
625,Turquoise Solutions Limited,info@turquoise.co.ke
626,Turquoise Solutions Limited,info@turquoise.co.ke
627,Turquoise Solutions Limited,info@turquoise.co.ke
628,Impax Business Solutions Limited,info@impaxafrica.com
629,Impax Business Solutions Limited,info@impaxafrica.com
630,Avuity Limited,info@avuityltd.com
631,Avuity Limited,info@avuityltd.com
632,Avuity Limited,info@avuityltd.com
633,Avuity Limited,info@avuityltd.com
634,Techbiz Infotech Limited,khadijaha@techbizinfotech.com
635,Gravity Solutions Limited,info@gravitysolutions.net
636,Gravity Solutions Limited,info@gravitysolutions.net
637,VISIBILITY TECHNOLOGY SERVICES LIMITED,info@visibility.co.ke
638,VISIBILITY TECHNOLOGY SERVICES LIMITED,info@visibility.co.ke
639,Agile Business Technologies ltd,sales@agiletechnologies.co.ke
640,BLUE ION LIMITED,info@theblueion.com
641,Kinde Engineering Works Limited,engineering@kinde.co.ke
642,Turquoise Solutions Limited,info@turquoise.co.ke
643,Gravity Solutions Limited,info@gravitysolutions.net
644,SerpentCS Africa Ltd,info@erpbox-solutions.com
645,SerpentCS Africa Ltd,info@erpbox-solutions.com
646,SerpentCS Africa Ltd,info@erpbox-solutions.com
647,SerpentCS Africa Ltd,info@erpbox-solutions.com
648,Sky World Limited,info@skyworld.co.ke
649,Sky World Limited,info@skyworld.co.ke
650,Sky World Limited,info@skyworld.co.ke
651,Sky World Limited,info@skyworld.co.ke
652,NELSPARTA LTD,info@nelspartaltd.co.ke
653,INFOCELLTIC SYSTEMS LTD,infocellticsystems@gmail.com
654,Com Twenty One Limited,info@com21.co.ke
655,Dimension Data Solutions Limited,chris.murathe@dimensiondata.com
656,Dynacorp Limited,info@dynacorp.co.ke
657,Headstone security systems limited,infoheadstoneltd@gmail.com
658,Sibasi Ltd,info@sibasi.ltd
659,Cybermatics Limited,info@cybermatics.co.ke
660,TWO WAY COMMUNICATIONS LTD,joseph@twowaycomm.co.ke
661,LANCOM ELECTRICAL AND ELECTRONICS SYSTEMS,LANCOMSYSTEM14@GMAIL.COM
662,MAAT SYSTEMS EAST AFRICA,hello@maat-ea.com
663,NELSPARTA LTD,info@nelspartaltd.co.ke
664,NELSPARTA LTD,info@nelspartaltd.co.ke
665,PEAK CONDOS LIMITED,lynda.ambiyo@riverbank.co.ke
666,GREEN COM ENTERPRISE SOLUTIONS LIMITED,info@greencom.co.ke
667,FLEXWORLD ONLINE COMPANY LIMITED,info@flexworld.co.ke
668,FLEXWORLD ONLINE COMPANY LIMITED,info@flexworld.co.ke
669,FLEXWORLD ONLINE COMPANY LIMITED,info@flexworld.co.ke
670,BLUE ION LIMITED,info@theblueion.com
671,BLUE ION LIMITED,info@theblueion.com
672,Posh IT Limited,joe.mwangi@poshit.co.ke
673,Techbiz Infotech Limited,khadijaha@techbizinfotech.com
674,Techbiz Infotech Limited,khadijaha@techbizinfotech.com
675,Techbiz Infotech Limited,khadijaha@techbizinfotech.com
676,Overseas Technical Support Services Limited,accounts@overseastechinicalservices.com
677,Cyberace Africa Limited,Joy@cyberaceafrica.org
678,Back Track Limited,frank@backtracke.co.ke
679,Agile Business Solutions limited,sales@agilebiz.co.ke
680,Cyberace Africa Limited,Joy@cyberaceafrica.org
681,Cyberace Africa Limited,Joy@cyberaceafrica.org
682,Cyberace Africa Limited,Joy@cyberaceafrica.org
683,GREEN COM ENTERPRISE SOLUTIONS LIMITED,info@greencom.co.ke
684,SMART PEOPLE AFRICA LIMITED,info@spa-limited.com
685,Merge Systems Limited,info@merge.co.ke
686,COMPUTER REVOLUTION REVOLUTION AFRICA,info@cragroup.co.ke
687,EAGLES WORLD WIDE LIMITED,eaglesworldwide50@gmail.com
688,Trans Business Machines Ltd,info@tbm.co.ke
689,Stealth East Africa Limited,info@stealth-ea.net
690,Grande Afrique Consulting Limited,info@grandeafrique.co.ke
691,YABRA TECHNOLOGIES LTD,info@yabratechnologies.com
692,Mashariki Limited,info@mashariki.com
693,Techno Venture ltd,caroline@technoventure.co.ke
694,Agile Business Solutions limited,sales@agilebiz.co.ke
695,Techminds Technologies Limited,bbiko@techminds.co.ke
696,IANSOFT TECHNOLOGIES LIMITED,lilian@iansoftltd.com
697,BITIP SOLUTIONS LIMITED,info@bitipsolutions.com
698,MARUTI_OFFICE_SUPPLIES_LTD,operations2@marutios.com
699,DOTNET AFRICA LIMITED,johnw@wodex.net
700,GREEN COM ENTERPRISE SOLUTIONS LIMITED,info@greencom.co.ke
701,Adevinci Technologies Limited,info@adevinci.co.ke
702,Kobby Technologies Limited,info@kobby.co.ke
703,Kobby Technologies Limited,info@kobby.co.ke
704,NEXT TECHNOLOGIES LIMITED,info@next.co.ke
705,FOSSILS AGENCIES LTD,FAGL767@GMAIL.COM
706,Climate Concepts Adventures Ltd,climate.concepts@yahoo.com
707,Sciencescope,bosco@sciencescope.co.ke
708,Sciencescope,bosco@sciencescope.co.ke
709,Trans Business Machines Ltd,info@tbm.co.ke
710,KENTEK SOLUTIONS LIMITED,kenteksolutions@gmail.com
711,LEKHA TRADING COMPANY LIMITED,lekhatradingcoltd@gmail.com
712,Novel Technologies EA Ltd,pndolo@novel.co.ke
713,VISIBILITY TECHNOLOGY SERVICES LIMITED,info@visibility.co.ke
714,Konvergenz Network Solutions Limited,info@kns.co.ke
715,VISIBILITY TECHNOLOGY SERVICES LIMITED,info@visibility.co.ke
716,CRIMSON COMPUTER SERVICES LIMITED,sales@crimsoncomputers.co.ke
717,BRICATE DEVELOPMENT LIMITED,bricatedevelopment@gmail.com
718,Buruj Enterprises limited,buruj1375@gmail.com
719,Pinnsoft Kenya Limited,edoteya@pinnsoft.co.ke
720,ADK TECHNOLOGIES LIMITED,Grace.Muthoni@adktechnologies.com
721,ADK TECHNOLOGIES LIMITED,Grace.Muthoni@adktechnologies.com
722,ADK TECHNOLOGIES LIMITED,Grace.Muthoni@adktechnologies.com
723,DOUBLE-NET TECHNOLOGIES LIMITED,info@doublenet.co.ke
724,Eastra Solutions,info@eastrasolutions.co.ke
725,PLUTON ICT LTD,info@pluton-ict.com
726,Down To Earth Technologies Limited,info@dte.co.ke
727,BELITRA ENTERPRISES LTD,info@belitraenterprises.co.ke
728,Royce Technologies LTD,roycetechnologies.ltd@gmail.com
729,LASER INFRASTRUCTURE AND TECHNOLOGY SOLUTIONS LIMITED,info@lites.co.ke
730,Icom Technologies Limited,clive@icom.co.ke
731,Maars Technologies Ltd,maarstech@gmail.com
732,Enflique Designs,support@enfliquedesigns.co.ke
733,ORACOM WEB SOLUTIONS LIMITED,admin@oracom.co.ke
734,Extreme Wireless Kenya Company Limited,info@extremewireless.co.ke
735,Extreme Wireless Kenya Company Limited,info@extremewireless.co.ke
736,Extreme Wireless Kenya Company Limited,info@extremewireless.co.ke
737,Opendata Limited,Sales@opendataltd.com
738,BLUE CONSULTING LIMITED,lsadalla@blueconsulting.co.ke
739,AARIFY LTD,edward.bengi@aarify.com
740,AARIFY LTD,edward.bengi@aarify.com
741,Compufix Technologies Limited,info@compufix.co.ke
742,Pebble Africa Technologies Limited,info@pebbleafricatech.com
743,Compsys Technology Ltd,issac@compsystechnology.com
744,RENGA TECHNOLOGIES LIMITED,msw@renga.tech
745,RENGA TECHNOLOGIES LIMITED,msw@renga.tech
746,RENGA TECHNOLOGIES LIMITED,msw@renga.tech
747,RENGA TECHNOLOGIES LIMITED,msw@renga.tech
748,RADIANT SYSTEMS LIMITED,info@radiantsystems.co.ke
749,RADIANT SYSTEMS LIMITED,info@radiantsystems.co.ke
750,Prestige Management Solutions Limited,prestigemngt2003@yahoo.com
751,Coseke Kenya Limited,julian.muganda@coseke.com
752,TSCONECT LIMITED,infotsconect@gmail.com
753,Circuit Business Systems,info@cbskenya.com
754,AFRINET COMMUNICATIONS LIMITED,info@afrinet.co.ke
755,Adapt IT Solutions Limited,claire.maingi@adaptit.com
756,Integrated Supplies and Consultancy limited,duncan@integratedsupplies.net
757,South-End Tech Limited,aoduma@southendtech.co.ke
758,Unumed Ltd,nairobi@unumed.com
759,StreamLAN Solutions EA Ltd,info@streamlan.co.ke
760,Q-AFYA HMIS LIMITED,alex@qet.co.ke
761,ROUTEWAYS INNOVATIVE TECHNOLOGIES LIMITED,routeways.tech@gmail.com
762,Techies Kenya Limited,info@techieskenyaltd.co.ke
763,COMPUTER REVOLUTION REVOLUTION AFRICA,info@cragroup.co.ke
764,TSCONECT LIMITED,infotsconect@gmail.com
765,benq system and supplies ltd,john@benqsystems.com
766,KEYNOTE SYSTEMS LTD,keynotesystemsltd@gmail.com
767,ICONIX BRAND TECHNOLOGIES LIMITED,james.wafula.js@gmail.comy
768,Techno Brain Kenya Ltd,James.mwangi@technobraingroup.com
769,NEOTERIC DEVELOPMENT SOLUTIONS LIMITED,info@ndsgroup.co.ke
770,ARIANS LIMITED,info@arians.co.ke
771,BLUE CONSULTING LIMITED,lsadalla@blueconsulting.co.ke
772,BLUE CONSULTING LIMITED,lsadalla@blueconsulting.co.ke
773,Universal Technology Associates Limited,info@utassociates.africa
774,Procom Networking Solutions Ltd,info@procom-net.co.ke
775,Ecospace Services Limited,services@espace.co.ke
776,Scorpion Consulting Africa Limited,info@scorpionafrica.co.ke
777,TECHSOURCE POINT LTD,info@techsource.co.ke
778,MASTER POWER SYSTEMS LTD,accounts@masterpowers.com
779,MILLENIUM SOLUTIONS EAST AFRICA LIMITED,info@millenium.co.ke
780,SPECICOM TECHNOLOGIES LIMITED,sales@specicom.co.ke
781,SPECICOM TECHNOLOGIES LIMITED,sales@specicom.co.ke
782,DynapicsTec Systems and Solutions Ltd,info@dynapicstec.co.ke
783,Wilken Telecommunications Limited,info@wilken.co.ke
784,Predictive Analytical Resources Limited,info@parl.co.ke
785,WezeshaNet Technologies Ltd,info@wezeshanet.com
786,Tilil Technologies Limited,info@tililtech.com
787,Vitalac International Limited,vitalaclimited@gmail.com
788,MUSTAQIM LIMITED,ABERANUROW2004@YAHOO.COM
789,GREEN COM ENTERPRISE SOLUTIONS LIMITED,info@greencom.co.ke
790,GREEN COM ENTERPRISE SOLUTIONS LIMITED,info@greencom.co.ke
791,Databit Limited,boaz@databit.net
792,Tailored Solutions Limited,info@tailoredsolutions.co.ke
793,Tailored Solutions Limited,info@tailoredsolutions.co.ke
794,Tailored Solutions Limited,info@tailoredsolutions.co.ke
795,Tailored Solutions Limited,info@tailoredsolutions.co.ke
796,RYANTEL SYSTEMS LTD,info@ryantelsystems.com
797,FOSSILS AGENCIES LTD,FAGL767@GMAIL.COM
798,JO WORLD AGENCIES LTD,richard@joworld.co.ke
799,JO WORLD AGENCIES LTD,richard@joworld.co.ke
800,Dynasoft Business Solutions Limited,sales@dynasoft.co.ke
801,Lipton Investment Limited,liptoninvestmentke@gmail.com
802,Pawa IT Solutions Limited,pawait@pawait.co.ke
803,Spitzer Communications Limited Company,info@spitzercommunications.co.ke
804,RYANTEL SYSTEMS LTD,info@ryantelsystems.com
805,NEXTECH NETWORK LTD,info@nextech.co.ke
806,NEXTECH NETWORK LTD,info@nextech.co.ke
807,Biometrics Technology Limited,biometricstechnologyint@gmail.com
808,SYNERGY SYSTEMS EAST AFRICA LIMITED,INFO@SYNERGYSYSTEMS.CO.KE
809,REMERA INVESTMENTS LIMITED,asfialimited@outlook.com
810,EAST STAND TRADERS LIMITED,james.wafula.js@gmail.comx
811,Delta Energy Systems k Ltd,sales@deltaenergysystems.co.ke
812,Down To Earth Technologies Limited,info@dte.co.ke
813,Top Choice Surveillance Limited,tenders@topchoice.co.ke
814,UTUZ INVESTMENTS LIMITED,utuzinvestmentslimited@gmail.com
815,Top Choice Surveillance Limited,tenders@topchoice.co.ke
816,Top Choice Surveillance Limited,tenders@topchoice.co.ke
817,Jeeps Solutions Limited,jeepsolutions2015@gmail.com
818,Usercare limited,kevin.o@user-care.com
819,Finton Logistics Ltd,fintonlogs@gmail.com
820,Revival Software Limited,info@galvanizeafrica.com
821,Informed Systems Ltd,info@informedsystemsltd.com
822,Integrated Supplies and Consultancy limited,duncan@integratedsupplies.net
823,Yazeem Limited,yazeemltd@gmail.com
824,Eastra Solutions,info@eastrasolutions.co.ke
825,Eastra Solutions,info@eastrasolutions.co.ke
826,Eastra Solutions,info@eastrasolutions.co.ke
827,Oaknet Business Limited,info@oaknetbusiness.com
828,BCK KENYA LIMITED,derrick.olum@bck.co.ke
829,MEPP COMMUNICATIONS LTD,info@meppcommunications.com
830,Learnovate Technologies Limited,diana.awuor@learnovate.co.ke
831,VISIBILITY TECHNOLOGY SERVICES LIMITED,info@visibility.co.ke
832,FID PUBLIC RELATIONS LIMITED,fidpublicrelations@gmail.com
833,FID PUBLIC RELATIONS LIMITED,fidpublicrelations@gmail.com
834,DETRIX COMMUNICATION LIMITED,info@detrix.co.ke
835,Tilil Technologies Limited,info@tililtech.com
836,Startappz Limited,office@startappzke.com
837,Artful Eyes Productions Ltd,info@artfuleyes.com
838,Neo Africa Consultants,info@neoafricaconsultants.com
839,MFI Document Solutions Ltd,a.kiran@groupmfi.com
840,Artful Eyes Productions Ltd,info@artfuleyes.com
841,COMPUSYS OFFICE SUPPLIES,compusysoffices@yahoo.com
842,Yazeem Limited,yazeemltd@gmail.com
843,AGMOND INTERNATIONAL LIMITED,agmondltd@gmail.com
844,AGMOND INTERNATIONAL LIMITED,agmondltd@gmail.com
845,APPLIED PRINCIPLES LIMITED,snjuguna@appliedprinciples.co.ke
846,NEW LINKS SUPPLIES LIMITED,info@newlinksupplies.com
847,NEW LINKS SUPPLIES LIMITED,info@newlinksupplies.com
848,Futuristic Limited,info@futuristic.co.ke
849,MEPP COMMUNICATIONS LTD,info@meppcommunications.com
850,MEPP COMMUNICATIONS LTD,info@meppcommunications.com
851,JENETWORKS VENTURES LIMITED,info@jenetworks.co.ke
852,SOFTTECH SOLUTIONS LIMITED,info@softtechsolutions.co.ke
853,COMPUTERWAYS LIMITED,info@computerways.co.ke
854,AUTOMATIC PARK SERVICES,automaticparkservices12@gmail.com
855,Eclectics International Limited,admin@eclectics.io
856,Professional Digital Systems Limited,info@pdslkenya.com
857,Professional Digital Systems Limited,info@pdslkenya.com
858,coran kenya limited,corankenya22@gmail.com
859,AH Consulting,bmwangangi@ahcul.com
860,Counterhouse Consultants Kenya Ltd,bonface.mwangagi@counterhouseconsultants.com
881,DUNECOM TECHNOLOGIES LIMITED,ceo@dunecom.co.ke
882,Muga Electrical Contractors,admin@mugaelectricalcontractors.co.ke
883,Muga Electrical Contractors,admin@mugaelectricalcontractors.co.ke
884,Muga Electrical Contractors,admin@mugaelectricalcontractors.co.ke
885,Muga Electrical Contractors,admin@mugaelectricalcontractors.co.ke
886,RUBY ACE VENTURES LIMITED,info@rubyace.co.ke
887,XC360 EA LTD,abdul@xc360.co.ke
888,Paladin Trading Limited,paladintradinglimited8@gmail.com
889,Dimension Data Solutions East Africa Limited,kenya.info@dimensiondata.com
890,TecFlax Solutions Limited,director@tecflax.co.ke
891,Sybyl Kenya Limited,sales.ke@sybyl.com
892,Sybyl Kenya Limited,sales.ke@sybyl.com
893,WebTribe Limited,jaziz@webtribe.co.ke
894,Cantam Investment Limited,cantaminvestltd@yahoo.com
895,Muga Electrical Contractors,admin@mugaelectricalcontractors.co.ke
896,Cyber Guard Africa Limited,info@cyberguardafrica.com
897,Lixnet Technologies LTD,info@lixnet.net
898,Gravity Limited,e.murithi@gravity.co.ke
899,YABRA TECHNOLOGIES LTD,info@yabratechnologies.com
900,YABRA TECHNOLOGIES LTD,info@yabratechnologies.com
901,ArcBit Solutions Limited,arcbitsltns@gmail.com
902,Aegir Consult Ltd,info@aegirconsult.systems
903,ZOOM BROADBANDS LIMITED,mahatke.hassan@gmail.com
904,BORDERLAND SYSTEM COMPANY LIMITED,admin@borderland.co.ke
905,BORDERLAND SYSTEM COMPANY LIMITED,admin@borderland.co.ke
906,Xtranet Communications Ltd,info@xtranet.co.ke
907,BISMARK TRADERS LTD,info@bismarktradersltd.com
908,KENTEK SOLUTIONS LIMITED,kenteksolutions@gmail.com
909,KENTEK SOLUTIONS LIMITED,kenteksolutions@gmail.com
910,KENTEK SOLUTIONS LIMITED,kenteksolutions@gmail.com
911,BISMARK TRADERS LTD,info@bismarktradersltd.com
912,Lusenaka Company Limited,info@lusenaka.com
913,NELINE SHIPPING AND LOGISTIC ENTERPRISES LIMITED,info@nelinelogisticsenterprisesltd.co.ke
914,Databit Limited,boaz@databit.net
915,GALRICK SYSTEMS,GALRICKSYSTEMS@GMAIL.COM
916,GALRICK SYSTEMS,GALRICKSYSTEMS@GMAIL.COM
917,CAPM STATIONERS,info@capm.co.ke
918,The Copy Cat Limited,tenders@copycatgroup.com
919,MILLENIUM MANAGEMENT CONSULTANTS LTD,ogoti@mmcafrica.com
920,Panache Technohub Limited,info@panachetechnohub.co.ke
921,Databit Limited,boaz@databit.net
922,RICHARDSON ENTERPRISES LIMITED,RICHARDSONENTERPRISESLTD@GMAIL.COM
923,Electroserve Limited,projects1@electroserve.co.ke
924,SENTINEL AFRICA CONSULTING,info@sentinelafrica.co.ke
925,Techminds Technologies Limited,bbiko@techminds.co.ke
926,Techminds Technologies Limited,bbiko@techminds.co.ke
927,Apple works limited,info@appleworks.co.ke
928,Fremont International Associates Limited,info@fremont-intl.com
929,Fremont International Associates Limited,info@fremont-intl.com
930,SAFELINE LIMITED,info@safeline.co.ke
931,Alfa Solutions Limited,asl@reelmicro.com
932,Farsight Africa Group Limited,info@farsightafrica.com
933,Farsight Africa Group Limited,info@farsightafrica.com
934,Comchoice Africa Limited,info@comchoice.co.ke
935,KORANDU LTD,korandu@korandu.com
936,Karibu Connect Limited,info@karibuconnect.com
937,J TOUCH LIMITED,info@jtouchk.ocm
938,Ryatel Fiber Limited,info@ryatel.com
939,PKF Consulting K Limited,consult@ke.pkfea.com
940,Alfa Solutions Limited,asl@reelmicro.com
941,Leadway Technologies LLP,info@leadwaystechnologies.com
942,MODESON HOLDINGS LIMITED,modesonholdingsltd@yahoo.com
943,NEXT TECHNOLOGIES LIMITED,info@next.co.ke
944,COMPUTER REVOLUTION REVOLUTION AFRICA,info@cragroup.co.ke
945,Alternative Communications Limited,info@alternative-comms.co.ke
946,TITANITE TRADERS LTD,TITANITELTD@GMAIL.COM
947,TITANITE TRADERS LTD,TITANITELTD@GMAIL.COM
948,MFI TECHNOLOGY SOLUTIONS LTD,j.singh@groupmfi.com
949,ASFIA INVESTMENTS LIMITED,asfialimited@outlook.com1
950,ASFIA INVESTMENTS LIMITED,asfialimited@outlook.com1
951,WORLDTECH COMPANY LIMITED,worldtechjamia@gmail.com
952,Wodex Technologies Limited,kenya@wodex.co.ke
953,Wodex Technologies Limited,kenya@wodex.co.ke
954,Tazama Interlink Systems LTD,sales@tisafrica.co.ke
955,SENTINEL AFRICA CONSULTING,info@sentinelafrica.co.ke
956,Exveria Business Limited,Exveriabusiness@gmail.com
957,Exveria Business Limited,Exveriabusiness@gmail.com
958,Exveria Business Limited,Exveriabusiness@gmail.com
959,Amity Software Systems Limited,skn@amitysoftware.com
960,intervlan Networks Limited,info@intervlan.co.ke
961,intervlan Networks Limited,info@intervlan.co.ke
962,intervlan Networks Limited,info@intervlan.co.ke
963,intervlan Networks Limited,info@intervlan.co.ke
964,MARWAA GENERAL SUPPLIERS LIMITED,marwaa.general@yahoo.com
965,CHENANIAH SOLUTIONS LIMITED,FAITH@CHENANIAHSOLUTIONS.COM
